Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct
PRJ3-01058,Granite Corporate Center 1058,Commercial,Mountain,CO,Public,Lump Sum,CMAR,High,Moderate,Standard,2020-09-11,2021-04-10,2021,230096100,509,0.416,0.4335,0.9613,1.039,0.0127,-9,0.8849,16,19,0.853,0.9618
PRJ3-01059,Summit Research Facility 1059,Institutional,Southeast,NC,Private,Guaranteed Maximum Price,Design-Bid-Build,Low,Moderate,Slow,2021-11-19,2022-12-30,2022,189293100,838,0.485,0.4971,1.0347,0.9543,-0.0341,-10,0.9892,29,5,0.569,0.9607
PRJ3-01060,Northstar Residences 1060,Residential,Mountain,MT,Private,Guaranteed Maximum Price,Design-Build,Moderate,Low,Fast,2018-09-16,2019-11-20,2019,32097300,799,0.539,0.5418,1.0026,1.0025,0.0028,-2,0.9249,8,14,0.705,0.9742
PRJ3-01061,Aspen Corporate Center 1061,Commercial,West,NV,Private,Unit Price,Design-Build,High,Moderate,Standard,2020-01-23,2020-11-28,2020,99243900,884,0.351,0.3525,0.9836,1.0419,0.0003,-1,0.9438,17,19,0.548,0.9482
PRJ3-01062,Liberty Civic Complex 1062,Institutional,Midwest,IL,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,Low,Standard,2023-01-05,2024-08-17,2024,40350500,1021,0.578,0.5114,1.021,0.8687,-0.007,68,0.8526,15,21,0.969,0.9622
PRJ3-01063,Pioneer Water Program 1063,Heavy Civil,West,OR,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Low,Slow,2019-09-08,2021-02-11,2021,216457700,1181,0.442,0.3969,0.8936,0.86,0.0447,53,0.7606,30,20,0.82,0.9373
PRJ3-01064,Mesa Research Facility 1064,Institutional,Midwest,MI,Private,Guaranteed Maximum Price,IPD,High,Moderate,Slow,2019-03-18,2020-06-25,2020,172852300,791,0.589,0.545,0.8985,0.9406,0.0826,35,0.952,15,18,0.279,0.9577
PRJ3-01065,Redwood Utility Corridor 1065,Infrastructure,Mountain,WY,Private,Guaranteed Maximum Price,CMAR,Moderate,High,Standard,2021-09-05,2023-05-04,2023,338334200,1369,0.443,0.3845,0.9918,0.9549,0.0016,80,1.0059,11,4,1.036,0.9703
PRJ3-01066,Harbor Office Campus 1066,Commercial,Southeast,FL,Private,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Fast,2024-04-06,2024-11-09,2024,78725100,575,0.378,0.3733,1.1171,1.0086,-0.014,3,1.0128,0,16,0.253,0.9761
PRJ3-01067,Copper Neighborhood 1067,Residential,Southwest,AZ,Private,Unit Price,Design-Bid-Build,Low,High,Standard,2025-01-17,2025-08-21,2025,65080400,379,0.57,0.5724,0.9754,1.0156,0.0299,-1,1.1081,18,0,0.514,0.9609
PRJ3-01068,Harbor Transit Program 1068,Infrastructure,Mountain,UT,Private,Unit Price,Design-Bid-Build,High,Moderate,Standard,2021-03-13,2022-09-20,2022,242150200,1403,0.397,0.4001,0.8233,1.0083,0.09,-4,1.0065,33,23,0.654,0.9478
PRJ3-01069,Redwood Medical Center 1069,Institutional,Midwest,MI,Public,Unit Price,CMAR,High,High,Fast,2022-01-07,2023-01-15,2023,229416000,896,0.417,0.4603,1.0084,1.0544,-0.0117,-39,0.9488,7,13,0.602,0.9911
PRJ3-01070,Gateway Transit-Oriented Development 1070,Mixed-Use,West,OR,Private,Cost Plus,Design-Build,High,Low,Standard,2022-10-07,2023-10-21,2023,188814600,854,0.444,0.4282,0.9668,0.9581,0.0209,13,0.9558,18,8,0.651,0.9516
PRJ3-01071,Mesa Housing 1071,Residential,Northeast,PA,Public,Lump Sum,Design-Bid-Build,Low,Low,Fast,2023-01-02,2023-11-27,2023,32305500,707,0.466,0.4482,0.9797,0.976,0.0161,13,1.0394,13,8,0.261,0.9779
PRJ3-01072,Pioneer Research Facility 1072,Institutional,Midwest,IL,Private,Guaranteed Maximum Price,IPD,Moderate,Moderate,Standard,2023-02-18,2023-11-28,2023,41486300,570,0.498,0.479,1.0761,0.9686,-0.0308,11,1.1499,6,14,0.263,0.9527
PRJ3-01073,Lakeview Medical Center 1073,Institutional,Southeast,NC,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,High,Low,Fast,2023-11-13,2025-06-02,2025,82907100,954,0.595,0.5395,0.8262,0.8795,0.1177,53,1.0111,29,5,0.752,0.9693
PRJ3-01074,Lakeview Residences 1074,Residential,Northeast,NJ,Public,Cost Plus,Design-Build,Low,Low,Standard,2022-01-17,2022-08-28,2022,32362200,455,0.492,0.5,0.9675,0.9589,0.0142,-4,0.9606,0,19,0.782,0.9892
PRJ3-01075,Canyon Bridge Program 1075,Heavy Civil,Mountain,UT,Private,Lump Sum,Design-Build,High,Moderate,Standard,2024-05-25,2025-08-18,2025,105945000,1210,0.372,0.3434,0.9919,0.8999,-0.0027,35,0.9491,31,21,0.703,0.9559
PRJ3-01076,Mesa Highway Improvements 1076,Heavy Civil,Midwest,MI,Private,Guaranteed Maximum Price,Design-Build,High,High,Standard,2020-10-20,2022-03-25,2022,300877200,1256,0.415,0.4275,1.0231,0.9762,-0.0046,-16,0.953,0,13,0.991,0.9645
PRJ3-01077,Copper Residences 1077,Residential,West,NV,Public,Unit Price,Design-Bid-Build,Moderate,Low,Slow,2022-04-23,2023-04-06,2023,65893200,755,0.461,0.3933,0.8405,0.8475,0.0578,51,0.9291,25,5,0.886,0.9705
PRJ3-01078,Redwood Airport Improvements 1078,Infrastructure,West,CA,Private,Guaranteed Maximum Price,CMAR,Very High,Low,Fast,2023-06-15,2024-11-13,2024,278217300,1467,0.353,0.3667,0.9709,0.9821,0.0253,-20,0.9492,45,0,0.88,0.9596
PRJ3-01079,Canyon Earthworks Package 1079,Heavy Civil,Northeast,PA,Public,Lump Sum,Design-Build,High,Low,Standard,2022-10-23,2024-09-09,2024,361262300,1206,0.57,0.4999,0.9369,0.9269,0.0116,85,0.9821,9,11,1.118,0.95
PRJ3-01080,Evergreen Office Campus 1080,Commercial,Northeast,NJ,Public,Guaranteed Maximum Price,Design-Build,High,High,Standard,2023-04-07,2024-01-13,2024,47728600,669,0.421,0.4186,1.0115,0.9318,0.0109,2,1.1296,8,17,0.567,0.9467
PRJ3-01081,Mesa Water Program 1081,Heavy Civil,Southwest,TX,Private,Unit Price,Design-Bid-Build,Moderate,High,Slow,2021-07-19,2023-01-28,2023,242047800,1135,0.492,0.4857,0.9624,0.9879,0.024,7,0.9805,21,5,0.766,0.9538
PRJ3-01082,Summit Residences 1082,Residential,Southeast,FL,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Fast,2023-06-16,2024-07-15,2024,64281200,703,0.562,0.4976,0.9031,0.9314,0.0571,45,0.9544,9,15,0.758,0.9804
PRJ3-01083,Mesa District 1083,Mixed-Use,Midwest,MN,Private,Cost Plus,Design-Bid-Build,Moderate,Low,Fast,2023-02-17,2024-09-28,2024,129362400,1079,0.546,0.4712,0.9369,0.8793,0.018,81,0.9247,12,16,0.183,0.9598
PRJ3-01084,Canyon Apartments 1084,Residential,Southeast,GA,Public,Lump Sum,IPD,Very High,Moderate,Slow,2023-12-13,2024-09-17,2024,50418000,564,0.496,0.3674,0.8701,0.8255,0.0563,73,0.998,15,17,0.705,0.9551
PRJ3-01085,Canyon Civic Complex 1085,Institutional,Midwest,IL,Public,Unit Price,Design-Bid-Build,Very High,High,Standard,2023-08-03,2024-11-29,2024,108497600,1034,0.469,0.3974,0.8473,0.8792,0.063,74,0.9311,35,20,0.777,0.9542
PRJ3-01086,Harbor Earthworks Package 1086,Heavy Civil,Southwest,AZ,Private,Guaranteed Maximum Price,Design-Build,Low,Moderate,Slow,2022-01-01,2023-04-22,2023,245939300,985,0.484,0.5187,0.9961,1.0843,0.0167,-34,1.0405,4,0,0.601,0.971
PRJ3-01087,Liberty Corporate Center 1087,Commercial,Midwest,MO,Private,Lump Sum,Design-Bid-Build,Very High,Low,Fast,2025-02-16,2025-10-23,2025,53030700,672,0.371,0.3521,0.8995,0.9567,0.0234,13,0.9289,23,21,0.72,0.9637
PRJ3-01088,Redwood Logistics Center 1088,Industrial,Southwest,AZ,Private,Unit Price,IPD,Low,Moderate,Standard,2024-01-24,2025-01-20,2025,189651700,832,0.436,0.4775,1.0227,1.12,-0.0313,-35,1.1155,14,13,0.449,0.9725
PRJ3-01089,Aspen Process Plant 1089,Industrial,Southwest,NM,Public,Cost Plus,CMAR,High,High,Standard,2021-07-06,2022-06-20,2022,185885800,974,0.359,0.3607,0.9515,0.9244,0.0232,-2,1.0372,17,0,1.084,0.969
PRJ3-01090,Evergreen Neighborhood 1090,Residential,Mountain,ID,Private,Unit Price,Design-Build,Moderate,Moderate,Fast,2019-02-03,2019-10-18,2019,57195100,459,0.561,0.5604,1.1383,0.9917,-0.0581,0,1.0311,0,12,0.549,0.9797
PRJ3-01091,Lakeview Logistics Center 1091,Industrial,Mountain,MT,Private,Lump Sum,Design-Bid-Build,Low,High,Fast,2020-09-15,2021-10-28,2021,71446200,751,0.544,0.6271,1.0008,1.1084,-0.0014,-62,1.0709,26,2,0.582,0.9896
PRJ3-01092,Horizon Logistics Center 1092,Industrial,Midwest,MN,Private,Guaranteed Maximum Price,Design-Build,Very High,High,Standard,2017-10-31,2019-04-23,2019,228468100,981,0.55,0.5191,1.0174,0.9642,-0.011,30,1.0093,34,19,0.715,0.9684
PRJ3-01093,Canyon Airport Improvements 1093,Infrastructure,Southeast,VA,Public-Private Partnership,Lump Sum,Design-Build,Moderate,Low,Fast,2019-07-26,2020-12-15,2020,365036600,1093,0.465,0.4722,0.9498,1.0462,0.0107,-8,1.0317,21,27,0.656,0.9697
PRJ3-01094,Horizon Public Works Program 1094,Infrastructure,Southeast,VA,Private,Unit Price,Design-Build,High,Moderate,Fast,2022-08-05,2024-02-10,2024,158702700,1281,0.433,0.3869,0.9593,0.9146,0.0234,59,0.9713,4,5,0.628,0.9877
PRJ3-01095,Pioneer Retail Center 1095,Commercial,West,NV,Public,Lump Sum,Design-Bid-Build,High,Moderate,Fast,2024-05-16,2025-04-13,2025,34117800,707,0.47,0.4389,0.9584,0.9237,0.0237,22,0.9465,0,22,0.608,0.9618
PRJ3-01096,Northstar Corporate Center 1096,Commercial,West,OR,Private,Unit Price,CMAR,Very High,High,Standard,2022-05-02,2023-05-15,2023,127983700,809,0.468,0.4778,0.9945,0.9617,0.0159,-8,0.9841,10,3,0.714,0.9756
PRJ3-01097,Redwood Apartments 1097,Residential,Northeast,PA,Private,Lump Sum,Design-Build,High,Moderate,Standard,2023-10-12,2024-06-11,2024,81713600,509,0.478,0.4313,0.9883,0.9069,0.0087,24,1.0376,1,15,0.621,0.9693
PRJ3-01098,Cedar Transit Program 1098,Infrastructure,Southeast,NC,Private,Cost Plus,Design-Build,Moderate,High,Standard,2020-01-03,2021-12-11,2021,119081300,1327,0.534,0.5183,0.9648,0.9665,0.0178,21,1.063,8,8,0.446,0.9941
PRJ3-01099,Summit Corporate Center 1099,Commercial,West,NV,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Fast,2020-01-07,2021-03-04,2021,46337100,713,0.592,0.6323,1.0984,1.0619,-0.0584,-29,1.0829,6,3,0.417,0.9479
PRJ3-01100,Redwood Apartments 1100,Residential,Southeast,NC,Private,Cost Plus,Design-Build,Very High,Low,Standard,2023-11-03,2024-05-27,2024,130029500,494,0.419,0.3947,0.8005,0.967,0.1032,12,0.9104,6,25,0.347,0.9508
PRJ3-01101,Riverside Water Program 1101,Heavy Civil,Midwest,MI,Private,Lump Sum,CMAR,Very High,Low,Standard,2021-07-11,2023-02-21,2023,104208500,1099,0.537,0.4927,0.8527,0.8701,0.0959,49,0.8272,27,12,0.669,0.9546
PRJ3-01102,Liberty Process Plant 1102,Industrial,West,OR,Private,Lump Sum,CMAR,High,Low,Standard,2019-12-18,2021-01-04,2021,81394100,1047,0.366,0.404,0.9423,0.9908,0.0289,-40,0.9851,34,11,0.66,0.9503
PRJ3-01103,Liberty Apartments 1103,Residential,Southeast,GA,Private,Cost Plus,Design-Build,Moderate,Moderate,Standard,2021-09-22,2022-07-07,2022,72796000,808,0.357,0.358,0.9611,0.9972,-0.0004,-1,1.0904,35,3,0.138,0.9815
PRJ3-01104,Horizon Airport Improvements 1104,Infrastructure,West,OR,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Standard,2021-08-04,2022-12-06,2022,169609700,1235,0.396,0.4007,1.0247,1.0061,-0.01,-6,1.0385,8,1,0.548,0.9823
PRJ3-01105,Aspen Neighborhood 1105,Residential,West,OR,Public,Guaranteed Maximum Price,IPD,High,Low,Standard,2025-01-24,2025-11-25,2025,59208200,655,0.466,0.4049,0.9327,0.8957,0.0259,40,0.9633,19,9,0.485,0.9743
PRJ3-01106,Crescent Manufacturing Facility 1106,Industrial,Midwest,MO,Private,Unit Price,CMAR,Moderate,Moderate,Slow,2020-02-23,2021-01-31,2021,186500200,870,0.395,0.3679,1.074,0.9487,-0.0199,24,0.9569,11,2,0.421,0.9823
PRJ3-01107,Gateway Distribution Hub 1107,Industrial,Southwest,TX,Public-Private Partnership,Lump Sum,Design-Bid-Build,Very High,Low,Slow,2021-06-16,2022-10-18,2022,288396500,996,0.491,0.4316,0.8577,0.881,0.0755,59,0.8013,45,12,0.684,0.9347
PRJ3-01108,Northstar Neighborhood 1108,Residential,Southwest,AZ,Private,Lump Sum,IPD,High,Moderate,Fast,2019-07-06,2020-03-28,2020,52539700,507,0.525,0.5241,0.99,1.001,-0.0012,0,0.9794,6,5,0.494,0.9785
PRJ3-01109,Harbor Water Program 1109,Heavy Civil,West,NV,Public,Cost Plus,IPD,High,High,Standard,2020-10-07,2022-01-08,2022,338762700,1052,0.436,0.4428,1.0374,1.0152,-0.0114,-7,1.022,0,2,0.626,0.9807
PRJ3-01110,Gateway Marketplace 1110,Commercial,Southeast,VA,Private,Lump Sum,Design-Build,Low,Low,Slow,2018-07-16,2019-01-08,2019,195631000,346,0.51,0.4781,0.9808,0.9085,0.007,11,0.9504,30,24,0.663,0.9658
PRJ3-01111,Evergreen Urban Village 1111,Mixed-Use,Mountain,CO,Private,Lump Sum,CMAR,Low,High,Standard,2023-05-25,2024-09-04,2024,156474000,887,0.528,0.5199,1.065,0.9944,-0.0349,7,1.013,0,12,0.055,0.9863
PRJ3-01112,Copper Neighborhood 1112,Residential,Southwest,AZ,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Low,Fast,2025-03-17,2025-11-18,2025,88413200,631,0.391,0.4115,0.8898,0.9715,0.052,-13,1.0098,6,11,0.529,0.9656
PRJ3-01113,Riverside Marketplace 1113,Commercial,Midwest,IL,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Moderate,High,Slow,2024-01-18,2025-03-28,2025,47729600,848,0.514,0.5016,1.0,1.0759,-0.0019,11,0.9004,5,18,0.339,0.9841
PRJ3-01114,Canyon Corporate Center 1114,Commercial,West,NV,Public,Guaranteed Maximum Price,CMAR,Low,Low,Standard,2023-04-19,2024-03-25,2024,65407800,655,0.522,0.5363,1.0049,1.0147,-0.0144,-9,1.046,31,0,0.384,0.9563
PRJ3-01115,Summit Highway Improvements 1115,Heavy Civil,Midwest,MO,Public,Guaranteed Maximum Price,Design-Build,Very High,Low,Standard,2021-07-03,2022-12-04,2022,119438100,1175,0.442,0.4348,0.9082,0.8545,0.0302,8,0.88,33,27,1.083,0.9501
PRJ3-01116,Canyon Process Plant 1116,Industrial,Southeast,VA,Public,Guaranteed Maximum Price,CMAR,High,High,Fast,2022-02-13,2023-11-28,2023,366065200,1157,0.565,0.5568,1.0237,1.0268,-0.0053,9,1.0176,15,12,0.28,0.9581
PRJ3-01117,Lakeview Logistics Center 1117,Industrial,Mountain,CO,Public,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Slow,2021-06-12,2022-11-21,2022,83287400,927,0.569,0.4741,1.0912,0.8088,-0.0551,88,1.0888,3,23,0.592,0.9444
PRJ3-01118,Canyon Transit-Oriented Development 1118,Mixed-Use,Northeast,MA,Public-Private Partnership,Guaranteed Maximum Price,CMAR,High,Moderate,Standard,2023-01-11,2024-07-16,2024,135504300,1270,0.435,0.4029,0.9108,0.9492,0.0389,41,1.0409,10,12,0.561,0.9615
PRJ3-01119,Gateway Retail Center 1119,Commercial,Southwest,AZ,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Standard,2023-03-23,2023-11-08,2023,76549400,629,0.367,0.3643,0.9565,1.001,0.0173,2,1.0895,10,5,0.572,0.9481
PRJ3-01120,Summit Airport Improvements 1120,Infrastructure,Northeast,NY,Public,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2023-01-16,2024-06-10,2024,85101300,1291,0.396,0.3746,0.91,0.9395,0.0191,28,0.9169,12,14,0.673,0.9717
PRJ3-01121,Lakeview Distribution Hub 1121,Industrial,Mountain,CO,Private,Cost Plus,Design-Build,High,Moderate,Standard,2021-12-01,2022-11-15,2022,137345900,799,0.437,0.4002,1.068,0.9245,-0.0137,29,0.956,23,19,0.615,0.9538
PRJ3-01122,Canyon Housing 1122,Residential,Mountain,ID,Public-Private Partnership,Lump Sum,Design-Build,Very High,Moderate,Standard,2021-03-04,2022-03-22,2022,336583400,722,0.531,0.5143,0.984,0.9985,0.0039,12,1.0467,17,21,1.088,0.9644
PRJ3-01123,Aspen Apartments 1123,Residential,Northeast,CT,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Fast,2021-04-24,2021-12-07,2021,38188000,471,0.483,0.5013,1.0699,1.0256,-0.0255,-9,0.9569,0,19,0.308,0.977
PRJ3-01124,Mesa Corporate Center 1124,Commercial,Southeast,FL,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,High,Low,Slow,2020-08-10,2021-05-22,2021,131685600,573,0.498,0.4318,0.887,0.8769,0.0587,38,0.8953,18,13,0.851,0.979
PRJ3-01125,Copper Apartments 1125,Residential,Midwest,MN,Public,Lump Sum,Design-Bid-Build,Low,High,Slow,2024-06-07,2025-04-21,2025,44398200,539,0.59,0.5831,1.0207,1.0306,-0.0135,4,0.933,16,15,0.488,0.9517
PRJ3-01126,Horizon Education Center 1126,Institutional,Mountain,WY,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Low,High,Fast,2021-12-05,2022-07-07,2022,78087600,525,0.409,0.4226,1.0354,1.0861,0.0018,-7,1.1219,0,9,0.367,0.9743
PRJ3-01127,Riverside Housing 1127,Residential,Northeast,CT,Private,Cost Plus,Design-Bid-Build,Low,High,Standard,2022-04-06,2022-12-30,2022,48494800,479,0.561,0.5854,1.0768,0.9932,-0.0358,-12,0.9844,0,10,0.532,0.9673
PRJ3-01128,Copper Town Center 1128,Mixed-Use,Midwest,MN,Public,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Low,Fast,2024-01-24,2024-12-21,2024,134985700,864,0.385,0.3542,0.9159,0.9275,0.0184,27,1.0134,8,9,0.583,0.9664
PRJ3-01129,Summit Distribution Hub 1129,Industrial,Mountain,ID,Public,Unit Price,Design-Bid-Build,Moderate,High,Standard,2023-07-12,2024-12-24,2024,200627000,911,0.583,0.5424,1.044,0.9548,-0.0167,37,1.0495,18,12,0.332,0.9865
PRJ3-01130,Horizon Logistics Center 1130,Industrial,Southwest,AZ,Private,Cost Plus,Design-Build,High,Low,Fast,2024-07-23,2025-12-19,2025,89338800,1141,0.451,0.4504,0.9205,1.0481,0.0227,1,0.8972,27,6,0.272,0.9621
PRJ3-01131,Copper Education Center 1131,Institutional,Southwest,NM,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Fast,2020-11-13,2021-10-06,2021,346390100,712,0.46,0.49,1.015,1.0731,-0.0127,-21,1.1223,3,12,0.413,0.942
PRJ3-01132,Lakeview Civic Complex 1132,Institutional,Southeast,VA,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2024-07-21,2025-11-23,2025,77963800,898,0.546,0.5116,0.9959,0.9245,-0.011,31,0.9262,36,20,0.738,0.9745
PRJ3-01133,Northstar Process Plant 1133,Industrial,Southeast,TN,Private,Unit Price,IPD,High,Moderate,Fast,2022-01-05,2022-12-22,2022,71022200,782,0.449,0.4365,1.0212,1.0364,0.0094,10,0.9298,3,22,0.37,0.9729
PRJ3-01134,Mesa Neighborhood 1134,Residential,Northeast,NJ,Public,Guaranteed Maximum Price,Design-Build,High,High,Fast,2024-02-21,2025-02-21,2025,32382800,673,0.545,0.5548,1.0061,1.0479,-0.0203,-7,1.0791,27,20,0.291,0.9776
PRJ3-01135,Horizon Office Campus 1135,Commercial,West,OR,Public,Guaranteed Maximum Price,IPD,Very High,Moderate,Fast,2022-03-18,2023-07-04,2023,164126400,871,0.544,0.4679,0.9368,0.8919,0.0309,66,0.9322,20,0,0.307,0.9499
PRJ3-01136,Cedar Manufacturing Facility 1136,Industrial,West,WA,Public,Cost Plus,Design-Bid-Build,Moderate,Moderate,Standard,2025-02-16,2025-11-04,2025,107425800,733,0.357,0.2829,1.0371,0.9049,0.0072,54,1.0318,0,3,0.888,0.9553
PRJ3-01137,Harbor Medical Center 1137,Institutional,West,OR,Public,Guaranteed Maximum Price,IPD,Very High,Moderate,Slow,2022-08-22,2024-01-19,2024,70575700,1066,0.484,0.4421,0.8845,0.853,0.0424,45,0.822,40,0,0.792,0.9459
PRJ3-01138,Copper Civic Complex 1138,Institutional,Midwest,MN,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Low,Standard,2023-05-20,2024-03-27,2024,78121900,654,0.478,0.4435,0.8999,0.9652,0.0634,23,0.9106,20,20,0.753,0.9469
PRJ3-01139,Riverside District 1139,Mixed-Use,Mountain,MT,Private,Lump Sum,Design-Build,High,Moderate,Standard,2022-12-19,2023-09-28,2023,148556100,603,0.47,0.453,1.032,0.9692,-0.0173,10,0.9501,0,7,0.862,0.9749
PRJ3-01140,Aspen Education Center 1140,Institutional,Mountain,MT,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2024-08-04,2025-09-15,2025,93418400,855,0.477,0.502,0.9194,0.9902,0.0421,-21,0.9168,14,13,0.595,0.985
PRJ3-01141,Northstar Retail Center 1141,Commercial,West,CA,Private,Lump Sum,IPD,Very High,Moderate,Slow,2022-12-09,2024-01-24,2024,124833900,690,0.597,0.56,0.9313,0.9163,0.0486,26,0.991,44,10,0.76,0.9605
PRJ3-01142,Redwood District 1142,Mixed-Use,Midwest,IL,Public,Guaranteed Maximum Price,IPD,High,Moderate,Standard,2023-09-17,2025-01-28,2025,155351300,1021,0.489,0.5125,1.0459,1.0588,-0.0358,-24,0.9318,26,11,1.22,0.9766
PRJ3-01143,Redwood Neighborhood 1143,Residential,Mountain,UT,Public,Guaranteed Maximum Price,IPD,High,Low,Standard,2022-04-04,2022-12-26,2022,60196600,547,0.488,0.4643,0.9622,0.9071,0.0264,13,0.9496,0,7,0.39,0.976
PRJ3-01144,Redwood Retail Center 1144,Commercial,Midwest,MI,Public,Lump Sum,Design-Build,Moderate,High,Standard,2024-03-22,2024-10-17,2024,343068800,425,0.493,0.4666,1.0244,0.9477,0.0277,11,0.9447,2,8,0.334,0.9837
PRJ3-01145,Cedar Urban Village 1145,Mixed-Use,Mountain,WY,Public,Lump Sum,Design-Bid-Build,High,Low,Standard,2018-10-14,2019-10-18,2019,198195400,843,0.438,0.3837,0.844,0.8713,0.072,46,0.918,13,20,0.693,0.9724
PRJ3-01146,Crescent Civic Complex 1146,Institutional,Mountain,MT,Private,Lump Sum,Design-Bid-Build,Moderate,Low,Slow,2021-03-08,2021-12-28,2021,76101900,804,0.367,0.3462,0.9131,0.8929,0.0243,17,0.8649,22,10,0.677,0.9597
PRJ3-01147,Mesa Office Campus 1147,Commercial,Northeast,PA,Public,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Standard,2022-11-23,2023-08-03,2023,123764300,553,0.459,0.4515,1.0021,0.9508,-0.0201,4,0.9811,14,7,0.898,0.9724
PRJ3-01148,Summit Office Campus 1148,Commercial,Mountain,UT,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Standard,2019-07-22,2020-03-17,2020,55841400,446,0.538,0.4751,1.0075,0.8777,0.0058,28,0.9929,25,6,0.818,0.9817
PRJ3-01149,Mesa Town Center 1149,Mixed-Use,West,CA,Public,Cost Plus,Design-Build,Very High,Moderate,Standard,2020-04-24,2021-04-21,2021,118275000,949,0.382,0.3223,0.8495,0.867,0.0665,57,0.9103,19,9,1.038,0.9724
PRJ3-01150,Crescent District 1150,Mixed-Use,Mountain,ID,Private,Unit Price,Design-Build,Low,Moderate,Standard,2019-06-14,2020-10-05,2020,239417300,1033,0.464,0.4247,1.1263,0.944,-0.0501,41,0.9336,24,12,0.567,0.9561
PRJ3-01151,Northstar Transit-Oriented Development 1151,Mixed-Use,Southeast,VA,Private,Lump Sum,Design-Build,Low,Moderate,Fast,2020-01-25,2021-07-05,2021,150683600,945,0.558,0.5913,1.0422,1.0119,-0.0093,-31,1.0467,0,13,0.674,0.9798
PRJ3-01152,Liberty Highway Improvements 1152,Heavy Civil,Southeast,GA,Private,Cost Plus,Design-Build,Moderate,Moderate,Standard,2019-12-13,2021-02-18,2021,548219400,1123,0.386,0.4017,0.8678,0.9541,0.0709,-18,0.8973,27,18,0.445,0.9794
PRJ3-01153,Lakeview Residences 1153,Residential,Southeast,FL,Public,Guaranteed Maximum Price,Design-Build,High,Moderate,Standard,2024-10-05,2025-05-18,2025,73210100,490,0.461,0.4702,1.0075,1.0107,-0.0035,-5,0.9702,21,17,0.551,0.9754
PRJ3-01154,Horizon Civic Complex 1154,Institutional,Mountain,MT,Private,Cost Plus,Design-Bid-Build,Moderate,Low,Standard,2024-04-18,2024-12-30,2024,160022100,595,0.431,0.4181,0.9249,0.9074,0.0389,8,0.9107,10,10,0.659,0.9663
PRJ3-01155,Copper Education Center 1155,Institutional,Northeast,PA,Private,Lump Sum,CMAR,High,Low,Slow,2023-06-21,2025-04-21,2025,217259300,1233,0.544,0.4587,0.8989,0.8398,0.0229,105,0.8142,12,15,0.833,0.949
PRJ3-01156,Evergreen Transit-Oriented Development 1156,Mixed-Use,Southeast,GA,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Slow,2024-01-12,2025-03-24,2025,154492600,1051,0.416,0.4075,0.8526,0.9546,0.0615,9,0.8851,29,5,0.452,0.9594
PRJ3-01157,Aspen Water Program 1157,Heavy Civil,Southwest,AZ,Private,Guaranteed Maximum Price,Design-Bid-Build,Very High,Moderate,Standard,2022-04-22,2024-05-04,2024,169148300,1342,0.554,0.5058,1.0772,0.892,-0.007,65,0.8318,28,17,0.994,0.966
PRJ3-01158,Northstar Logistics Center 1158,Industrial,Mountain,ID,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2017-11-04,2019-04-17,2019,190924600,1074,0.493,0.4285,0.9396,0.8484,0.0291,69,0.9962,37,21,0.659,0.9538
PRJ3-01159,Pioneer Apartments 1159,Residential,Midwest,MO,Public,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2024-05-10,2025-02-03,2025,23788200,621,0.434,0.4342,1.0459,0.9364,-0.0146,0,0.9926,0,10,0.457,0.98
